event_title,event_id,event_type,event_start,event_end,exp_attendance,exp_participants,event_host,event_url,event_address,lat,long
Ocean Beach Town Council Craft Fair,49521,FARMERS,2017-12-16 9:00,2017-12-16 16:00,150,50,OB Town Council,http://obtowncouncil.org/,Newport Avenue & Abbott Street,32.7478167,-117.2526241
Old Town Artisan's Market,49153,FARMERS,2017-12-16 9:00,2017-12-16 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
The Mercato: Little Italy's Farmers Market (Sat.),48993,FARMERS,2017-12-16 8:00,2017-12-16 14:00,1500,400,Little Italy Association of San Diego.,www.littleitalymercato.com,224 W. Date Street,32.72322341,-117.1651193
SD Hmong Community New Year Celebration (3-Day),49899,FESTIVAL,2017-12-16 8:00,2017-12-16 18:00,1500,100,Lao Hmong Family Association,www.lhfasd.org,3170 Armstrong St,32.8019805,-117.1656894
San Diego Holiday Half Marathon,49325,ATHLETIC,2017-12-16 7:30,2017-12-16 13:00,3500,100,USA Endurance Events Inc.,https://www.sandiegoholidayhalf.com/,14455 Penasquitos Drive,32.97871568,-117.0907129
North Park Thursday Market,48719,FARMERS,2017-12-14 15:00,2017-12-14 19:30,900,70,North Park Main Street,www.northparkmarket.com,2900 North Park Way,32.74767102,-117.1305303
Deck the Halls,50030,FESTIVAL,2017-12-13 17:30,2017-12-13 20:30,200,20,Downtown San Diego Business Improvement District,www.downtownsandiego.org,B Street & 7th Avenue,32.71781288,-117.1583522
Ocean Beach Certified Farmer's Market (Wednesdays),48616,FARMERS,2017-12-13 16:00,2017-12-13 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,4900 Block of Newport Avenue,32.7458016,-117.249336
Curbside Bites Food Truck Markets (Wed. Lunch),48565,FARMERS,2017-12-13 11:00,2017-12-13 14:00,300/day,25,Curbside Bites,www.curbsidebites.com,500 West B Street,32.71799441,-117.1676525
Pacific Beach Tuesday Farmer's Market,49057,FARMERS,2017-12-12 14:00,2017-12-12 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
Gary Senise Foundation Home Dedication,49975,FESTIVAL,2017-12-12 8:30,2017-12-12 13:30,200,20,Gary Sinise Foundation,,3017 Osceola Avenue,32.8349194,-117.2180446
10th Annual Gaslamp Holiday Pet Parade,49655,PARADES,2017-12-10 13:00,2017-12-10 17:00,3000,200,Gaslamp Quarter Association,www.gaslamp.org,326 West Harbor Drive,32.7099215,-117.1659413
Old Town Artisan's Market,49152,FARMERS,2017-12-10 9:00,2017-12-10 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
2017 Hillcrest Farmers' Market (Sundays),48853,FARMERS,2017-12-10 9:00,2017-12-10 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485387,-117.1498828
The Winter Classic,49415,ATHLETIC,2017-12-10 7:30,2017-12-10 13:30,1000,100,San Diego Crew Classic,,1740 East Mission Bay Drive,32.77676793,-117.2097387
Everywon San Diego,49728,ATHLETIC,2017-12-10 7:00,2017-12-10 13:30,1500,20,Everywon,www.everywon.org,Park Boulevard and Harbor Drive,32.7050069,-117.1577239
Ray at Night (2nd Saturday Each Month),48868,EXHIBITS,2017-12-09 18:00,2017-12-09 22:00,500/day,40,North Park for the Arts,www.northparkarts.org,3800 block of Ray Street,32.7475282,-117.1293405
Holiday in the Hills,49704,FESTIVAL,2017-12-09 17:00,2017-12-09 22:00,400,25,Salon Bella,,West Lewis Street & Stephens Street,32.751837,-117.1721309
Pacific Beach Holiday Parade,49691,PARADES,2017-12-09 13:00,2017-12-09 15:30,15000,600,Discover Pacific Beach,www.pacificbeachfest.com,Garnet Avenue & Mission Blvd,32.801394,-117.2335118
City Heights Farmer's Market (Every Saturday),48771,FARMERS,2017-12-09 9:00,2017-12-09 13:00,500/day,100,San Diego County Farm Bureau,www.sdfarmbureau.org,4300 Wightman Street,32.7479815,-117.1018393
Ocean Beach Town Council Craft Fair,49520,FARMERS,2017-12-09 9:00,2017-12-09 16:00,150,50,OB Town Council,http://obtowncouncil.org/,Newport Avenue & Abbott Street,32.7478167,-117.2526241
Old Town Artisan's Market,49151,FARMERS,2017-12-09 9:00,2017-12-09 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
Annual San Diego Santa Run 5K & 1-Mile,49696,ATHLETIC,2017-12-09 8:30,2017-12-09 13:00,3000,100,High Performance Movement LLC,www.santamile.com,Garnet AVenue and Bayard Streets,32.796963,-117.25367
The Mercato: Little Italy's Farmers Market (Sat.),48992,FARMERS,2017-12-09 8:00,2017-12-09 14:00,1500,400,Little Italy Association of San Diego.,www.littleitalymercato.com,224 W. Date Street,32.72322341,-117.1651193
H2O San Diego 5K & 1 Mile Run/Walk,50433,ATHLETIC,2017-12-09 7:00,2017-12-09 10:00,500,50,City of San Diego Public Utilities Department,www.kathyloperevents.com/sandiegoevents,3000 North Mission Bay Drive,32.79597771,-117.209233
Foot Locker National Cross Country Championships,49968,ATHLETIC,2017-12-09 7:00,2017-12-09 11:00,2500,80,San Diego Hall of Champions,www.footlockercc.com,2221 Morley Field Drive,32.73977837,-117.1425093
Toys For Joy 2017,49698,FESTIVAL,2017-12-09 7:00,2017-12-09 15:00,11000,2000,Rock Church San Diego,www.toys-for-joy.org,4777 Imperial Avenue,32.7039905,-117.0920255
25th Annual Jingle Bell Run,49885,ATHLETIC,2017-12-09 7:00,2017-12-09 11:00,2000,100,Arthritis Foundation,www.sdjbr.org,Balboa Drive & Quince Street,32.7326435,-117.1580791
North Park Thursday Market,48718,FARMERS,2017-12-07 15:00,2017-12-07 19:30,900,70,North Park Main Street,www.northparkmarket.com,2900 North Park Way,32.74767102,-117.1305303
Ocean Beach Certified Farmer's Market (Wednesdays),48615,FARMERS,2017-12-06 16:00,2017-12-06 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,4900 Block of Newport Avenue,32.7458016,-117.249336
Curbside Bites Food Truck Markets (Wed. Lunch),48564,FARMERS,2017-12-06 11:00,2017-12-06 14:00,300/day,25,Curbside Bites,www.curbsidebites.com,500 West B Street,32.71799441,-117.1676525
Pacific Beach Tuesday Farmer's Market,49056,FARMERS,2017-12-05 14:00,2017-12-05 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
60th La Jolla Christmas Parade & Holiday Festival,49211,FESTIVAL,2017-12-03 13:30,2017-12-03 15:00,6000,1000,La Jolla Christmas Parade & Holiday Festival,www.ljparade.com,Girard Avenue & Kline Street,32.84357239,-117.273482
La Jolla Community and Holiday Parade,49212,PARADES,2017-12-03 13:30,2017-12-03 15:00,11600,288,San Deigo County Diversity and Inclusiveness Group,www.sdcdig.otg,Girard Avemue & Kline Street,32.843571,-117.273483
Annual Our Lady of Guadalupe Procession,49965,PARADES,2017-12-03 12:00,2017-12-03 13:30,2000,200,Saint John of the Cross Church,,Russ Boulevard & 16th Street,32.7194075,-117.1383762
SoNo Fest & Chili Cook-Off,49887,FESTIVAL,2017-12-03 11:00,2017-12-03 17:00,10000,200,McKinley School Foundation,www.sonofestchilecookoff.com,Thorn & 31st Streets,32.7392534,-117.1254281
Old Town Artisan's Market,49150,FARMERS,2017-12-03 9:00,2017-12-03 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
2017 Hillcrest Farmers' Market (Sundays),48852,FARMERS,2017-12-03 9:00,2017-12-03 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485387,-117.1498828
Girls on the Run 5K,49687,ATHLETIC,2017-12-03 7:30,2017-12-03 11:00,1900,100,Girls on the Run San Diego,www.gotrsd.org,3500 Corona Oriente Road,32.78511184,-117.2339605
TRS - ISA World Adaptive Surfing Championships,49553,ATHLETIC,2017-12-03 7:00,2017-12-03 19:00,400,40,Therapeutic Recreationaal Services (Park & Rec),www.isasurf.org,8300 Camino del Oro,32.85739221,-117.2563075
38th Annual Ocean Beach Holiday Parade,49700,PARADES,2017-12-02 17:05,2017-12-02 18:45,6000,400,Ocean Beach Town Council,www.obtowncouncil.org,Sunset Cliffs Blvd.& Newport Ave,32.7451609,-117.2472265
SWEA December Nights (2-Day Event),49542,FESTIVAL,2017-12-02 17:00,2017-12-02 23:00,100000,100,SWEA San Diego,www.swea.org,1350 El Prado,32.73165866,-117.1522116
Little Italy Tree Lighting & Christmas Village,49898,FESTIVAL,2017-12-02 16:00,2017-12-02 20:00,1000,50,Little Italy Association of San Diego,www.littleitalysd.com,Indai & Cedar Streets,32.7293253,-117.1707282
HPR International Christmas Festival (2-Day Event),49897,FESTIVAL,2017-12-02 12:00,2017-12-02 23:00,10000/day,350,House of Pacific Relations International Cottages,www.sdhpr.org,2191 Pan American Rd West,32.7288238,-117.1530452
40th Balboa Park December Nights (2-Day Event),49589,FESTIVAL,2017-12-02 12:00,2017-12-02 23:00,160000/day,2000,Balboa Park Conservancy,www.visitdecembernights.org,1650 El Prado,32.73168312,-117.1489845
North Park Toyland Parade & Festival 2017,49270,PARADES,2017-12-02 10:00,2017-12-02 15:00,7000,2000,Victoria House Corporation,www.toylandparade.com,University Avenue & Utah Street,32.74845322,-117.1326161
Ocean Beach Town Council Craft Fair,49519,FARMERS,2017-12-02 9:00,2017-12-02 16:00,150,50,OB Town Council,http://obtowncouncil.org/,Newport Avenue & Abbott Street,32.7478167,-117.2526241
Old Town Artisan's Market,49149,FARMERS,2017-12-02 9:00,2017-12-02 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
City Heights Farmer's Market (Every Saturday),48770,FARMERS,2017-12-02 9:00,2017-12-02 13:00,500/day,100,San Diego County Farm Bureau,www.sdfarmbureau.org,4300 Wightman Street,32.7479815,-117.1018393
The Mercato: Little Italy's Farmers Market (Sat.),48991,FARMERS,2017-12-02 8:00,2017-12-02 14:00,1500,400,Little Italy Association of San Diego.,www.littleitalymercato.com,224 W. Date Street,32.72322341,-117.1651193
TRS - ISA World Adaptive Surfing Championships,49552,ATHLETIC,2017-12-02 7:00,2017-12-02 19:00,400,40,Therapeutic Recreationaal Services (Park & Rec),www.isasurf.org,8300 Camino del Oro,32.85739221,-117.2563075
SWEA December Nights (2-Day Event),49541,FESTIVAL,2017-12-01 17:00,2017-12-01 23:00,100000,100,SWEA San Diego,www.swea.org,1350 El Prado,32.73165866,-117.1522116
40th Balboa Park December Nights (2-Day Event),49588,FESTIVAL,2017-12-01 15:00,2017-12-01 23:00,160000,2000,Balboa Park Conservancy,www.visitdecembernights.org,1650 El Prado,32.73168312,-117.1489845
HPR International Christmas Festival (2-Day Event),49896,FESTIVAL,2017-12-01 15:00,2017-12-01 23:00,10000/day,350,House of Pacific Relations International Cottages,www.sdhpr.org,2191 Pan American Rd West,32.7288238,-117.1530452
TRS - ISA World Adaptive Surfing Championships,49551,ATHLETIC,2017-12-01 7:00,2017-12-01 19:00,400,40,Therapeutic Recreationaal Services (Park & Rec),www.isasurf.org,8300 Camino del Oro,32.85739221,-117.2563075
North Park Thursday Market,48717,FARMERS,2017-11-30 15:00,2017-11-30 19:30,900,70,North Park Main Street,www.northparkmarket.com,2900 North Park Way,32.74767102,-117.1305303
TRS - ISA World Adaptive Surfing Championships,49550,ATHLETIC,2017-11-30 7:00,2017-11-30 19:00,400,40,Therapeutic Recreationaal Services (Park & Rec),www.isasurf.org,8300 Camino del Oro,32.85739221,-117.2563075
Liberty Station Tree Lighting/Holiday Festivities,49963,FESTIVAL,2017-11-29 17:00,2017-11-29 21:00,2000,30,Liberty Station Improvement Association,www.saalutetheseason.com,2751 Dewey Rd,32.7375414,-117.2123566
Ocean Beach Certified Farmer's Market (Wednesdays),48614,FARMERS,2017-11-29 16:00,2017-11-29 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,4900 Block of Newport Avenue,32.7458016,-117.249336
Curbside Bites Food Truck Markets (Wed. Lunch),48563,FARMERS,2017-11-29 11:00,2017-11-29 14:00,300/day,25,Curbside Bites,www.curbsidebites.com,500 West B Street,32.71799441,-117.1676525
Pacific Beach Tuesday Farmer's Market,49055,FARMERS,2017-11-28 14:00,2017-11-28 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
Old Town Artisan's Market,49148,FARMERS,2017-11-26 9:00,2017-11-26 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
2017 Hillcrest Farmers' Market (Sundays),48851,FARMERS,2017-11-26 9:00,2017-11-26 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485387,-117.1498828
Paradise Hills Night Market,49967,FESTIVAL,2017-11-25 16:00,2017-11-25 22:00,1000,100,Asian Pacific Islander Community Actions,www.phnightmarket.com,2555 Dusk Avenue,32.6782708,-117.0477493
Ocean Beach Town Council Craft Fair,49518,FARMERS,2017-11-25 9:00,2017-11-25 16:00,150,50,OB Town Council,http://obtowncouncil.org/,Newport Avenue & Abbott Street,32.7478167,-117.2526241
Old Town Artisan's Market,49147,FARMERS,2017-11-25 9:00,2017-11-25 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
City Heights Farmer's Market (Every Saturday),48769,FARMERS,2017-11-25 9:00,2017-11-25 13:00,500/day,100,San Diego County Farm Bureau,www.sdfarmbureau.org,4300 Wightman Street,32.7479815,-117.1018393
The Mercato: Little Italy's Farmers Market (Sat.),48990,FARMERS,2017-11-25 8:00,2017-11-25 14:00,1500,400,Little Italy Association of San Diego.,www.littleitalymercato.com,224 W. Date Street,32.72322341,-117.1651193
Thanksgiving Day Run/Walk For The Hungry,49690,ATHLETIC,2017-11-23 7:00,2017-11-23 10:00,4500,100,San Diego Run for the Hungry,www.unitedrunforthe hungry.org,Broadway Circle & Broadway,32.7152511,-117.1628829
Father Joe's Thanksgiving Day 5K,49328,ATHLETIC,2017-11-23 6:30,2017-11-23 11:00,9000,100,St. Vincent De Paul Village,http://www.thanksgivingrun.org,1350 El Prado,32.73165866,-117.1522116
Ocean Beach Certified Farmer's Market (Wednesdays),48613,FARMERS,2017-11-22 16:00,2017-11-22 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,4900 Block of Newport Avenue,32.7458016,-117.249336
Pacific Beach Tuesday Farmer's Market,49054,FARMERS,2017-11-21 14:00,2017-11-21 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
Old Town Artisan's Market,49146,FARMERS,2017-11-19 9:00,2017-11-19 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
2017 Hillcrest Farmers' Market (Sundays),48850,FARMERS,2017-11-19 9:00,2017-11-19 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485387,-117.1498828
Susan G. Komen San Diego 3-Day (3-Day Event),49695,ATHLETIC,2017-11-19 6:00,2017-11-19 18:00,3000,300,Susan G. Komen Breast Cancer Foundation,www.the3day.org,3500 Corona Oriente Road,32.78511184,-117.2339605
Hillcrest Car Show,49600,FESTIVAL,2017-11-18 14:00,2017-11-18 18:00,250,20,Hillcrest Business Association,www.fabuloushillcrest.com,Normal Street & Harvey Milk Street,32.7521124,-117.1481502
Old Town Artisan's Market,49145,FARMERS,2017-11-18 9:00,2017-11-18 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
City Heights Farmer's Market (Every Saturday),48768,FARMERS,2017-11-18 9:00,2017-11-18 13:00,500/day,100,San Diego County Farm Bureau,www.sdfarmbureau.org,4300 Wightman Street,32.7479815,-117.1018393
San Diego CIF Cross Country Championships,49266,ATHLETIC,2017-11-18 8:30,2017-11-18 15:00,1500,100,San Diego CIF,,2221 Morley Field Drive,32.73977837,-117.1425093
The Mercato: Little Italy's Farmers Market (Sat.),48989,FARMERS,2017-11-18 8:00,2017-11-18 14:00,1500,400,Little Italy Association of San Diego.,www.littleitalymercato.com,224 W. Date Street,32.72322341,-117.1651193
Susan G. Komen San Diego 3-Day (3-Day Event),49694,ATHLETIC,2017-11-18 6:00,2017-11-18 18:00,3000,300,Susan G. Komen Breast Cancer Foundation,www.the3day.org,3500 Corona Oriente Road,32.78511184,-117.2339605
Susan G. Komen San Diego 3-Day (3-Day Event),49693,ATHLETIC,2017-11-17 6:00,2017-11-17 18:00,3000,300,Susan G. Komen Breast Cancer Foundation,www.the3day.org,3500 Corona Oriente Road,32.78511184,-117.2339605
North Park Thursday Market,48716,FARMERS,2017-11-16 15:00,2017-11-16 19:30,900,70,North Park Main Street,www.northparkmarket.com,2900 North Park Way,32.74767102,-117.1305303
Ocean Beach Certified Farmer's Market (Wednesdays),48612,FARMERS,2017-11-15 16:00,2017-11-15 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,4900 Block of Newport Avenue,32.7458016,-117.249336
Curbside Bites Food Truck Markets (Wed. Lunch),48562,FARMERS,2017-11-15 11:00,2017-11-15 14:00,300/day,25,Curbside Bites,www.curbsidebites.com,500 West B Street,32.71799441,-117.1676525
Pacific Beach Tuesday Farmer's Market,49053,FARMERS,2017-11-14 14:00,2017-11-14 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
So Fine on Kline,49654,FESTIVAL,2017-11-12 9:00,2017-11-12 17:00,1000,100,Mary Star of the Sea Catholic Church,www.marystarlajolla.org,Kline Street & Herschel Avenue,32.8434279,-117.2740733
Old Town Artisan's Market,49144,FARMERS,2017-11-12 9:00,2017-11-12 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
2017 Hillcrest Farmers' Market (Sundays),48849,FARMERS,2017-11-12 9:00,2017-11-12 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485387,-117.1498828
USATF San Diego Cross Country Championships,49549,ATHLETIC,2017-11-12 8:00,2017-11-12 10:30,250,25,USATF,,1740 East Mission Bay Drive,32.77676793,-117.2097387
Padres Pedal The Cause (2-Day Event),49861,ATHLETIC,2017-11-12 7:00,2017-11-12 16:00,1500,150,Pedal The Cause San Diego,www.pedalthecause.org,7th Avene & J Street,32.7156744,-117.1583393
Fiesta Island Time Trial Series,49226,ATHLETIC,2017-11-12 7:00,2017-11-12 9:00,120,20,San Diego Bicycle Club,www.sdbc.org/fiesta-island-time-trial,1400 Fiesta Island Road,32.78888433,-117.2136896
San Diego Fall Classic,49532,ATHLETIC,2017-11-12 6:00,2017-11-12 12:00,3000,100,San Diego Rowing Club,,3500 Corona Oriente Road,32.78511184,-117.2339605
Ray at Night (2nd Saturday Each Month),48867,EXHIBITS,2017-11-11 18:00,2017-11-11 22:00,500/day,40,North Park for the Arts,www.northparkarts.org,3800 block of Ray Street,32.7475282,-117.1293405
Collabapalooza,49714,FESTIVAL,2017-11-11 13:00,2017-11-11 17:00,2000,500,San Diego Brewers Guild,www.sandiegobrewersguild.org,2891 University Ave,32.7481756,-117.131383
2017 San Diego Veterans Day Parade,49705,PARADES,2017-11-11 11:00,2017-11-11 13:00,40000,2000,Veterans Memorial Center,,Harbor Drive & Grape Street,32.7093836,-117.1628654
Better a Block (5300 block of Redwood Street),49894,FESTIVAL,2017-11-11 11:00,2017-11-11 14:00,400,30,One San Diego,www.1sandiego.org,Redwood & 53rd Street,32.7376527,-117.1612546
Parade Band Foundation Band Review,49868,PARADES,2017-11-11 10:00,2017-11-11 16:00,2000,2000,Parade Band Foundation,,2640 Historic Decatur Rd,32.7378753,-117.2138126
